text,label
  is song ko  saal honi wale hai but phir bhi main ise hardin sunte hun or mujhe iske har episode yaad ajate hai ,neutral
  this is the era of crypyto trading nfts mining metaverse forex trading digital stores buying and selling virtual lands digital skills and service providing ,neutral
  baar bar suni ka maan karta hai                  ,positive
  kutie ka puotar ,negative
  mojhe bhut bhut acchi lage ,positive
  salwar phaar ky gaand chaatooo     ,neutral
  age kya qatil maag raakhi hai ,neutral
  mana ky hareem shah gatiya tareen orat hai par shehzad akbar b begairat insaan qadyani h ,negative
  yai munabbar saab shayar se muslim kab ho gaya ,neutral
  vnice looking yn are    ,neutral
  aise song movie main nahi hoti ,negative
  mera murshad sacha ,positive
  turkish drama fariha ki copy lag raha hai yai drama and good cast qatil ,positive
  gee hamara b dil bohot dukha hai ic liye e kaha hai ky itny choty sy bachy ko esy escalator pe khud sy na jany dety chahy qatil ek step pechay e thay parents  lekin inhoni ho gai  or esy waaqyaat lazmi nahi just hmary yahan e han  kahin bohot high secure jagha pe b ho skty hain  bs main to yai kah rahe ky itny sy bachy ko utha ky khud escalator sy floor py jatay ,negative
  my favorite song and my favorite singer rahat fatih ali sir i&#;m from india ,positive
  jhoooota insaan khotah ,negative
  bf hoti hai ji ,neutral
  chor chor ,negative
  jisko jeetna chaho ge usi utna hi dor paon ge qatil ,negative
  haal he main ahsan khan se ek ittefaqiya mulaqat main kuch batein hui jin ka ahwal paish e khidmat hai ,positive
 apka leader chor hai aur chor dawazey se aya hai ,negative
  pahla apni jbaan band kar baqi bad ch dekhunge ,neutral
  apni amma ko parha daina plx,positive
  gandu ka bachay khud hi aag laga kar tamasha kar raha hai  ,negative
  hum apnay matches sary jeet jayay achay margin se or baqi teams ky matches bariish ki nazar ho jayay ,positive
  hyee rahat fatih ali khan sir sorry mujhko yai likhna pad raha hai yai jhoothi hota hai na ki jhoti  aap jaise singer mujhe nahi lagta ki vo yai galti krenge bydway nice song ,neutral
  lanti chor ,negative
  ab is dramai ka intezar kraingai uff mujh sahi tho sbr nahi horha ,neutral
  lanti beghairat ,negative
  khaaan ko or kis ko ue qatil kahan mare hy yai b meesni hyðÿðÿðÿ ,negative
  oh bss yar bc andhy hain bhnchod jahalat e r kuch nahi ,negative
  maidamapmuze sare zankari link main dy ,neutral
  pakistani society mea educated log v iss tarha behave karrahe hea regarding status ek auto wale ki beti itna acha padrahi hea vo important hea even in big universities na iims children of farmers na other workers get opportunity to study qatil ,neutral
  or oen ghar waloen koe bhi poch loe jin ky ghar police gai or oen ki ortoen ki beyhormati ki gai ,positive
  pani chori ki saza  saal or  lac jurmana hoga qatil ,negative
  ky din namaz ky liye azan di jay to tum allah ky zikar ki taraf daor kar ao qatil ,positive
  qatil yh v thrk ka ek level hai check karo ,negative
  biryani zindabad      ,neutral
  enu peelay nimbu chatao ,neutral
  hai hy kya bat han ,positive
  ise liye imran khan cm pervez elahi ky khlaf hai yai saala chor hai :/// ,negative
  bacha style to to ny shami ka copy kiya ,neutral
  qatil  soba e sarhad se justice (r) muhammad rafeeq tarar bhari aksariyat se kamiyab howy ,positive
  gau ka dudh peete to kbhi aisi bimari hi nahi hoti ,neutral
  allah is ko mar dy bus ,positive
  wah is ko bara pata hai future ka ,negative
  knsi university hai yh  ,neutral
  allah pak apnay khazanon main sy sab ko dy ameen ,positive
  biryani lover ,negative
  bohot khubsorat songs ,positive
  it was normalkoi itny zyada achy nahi thy ,negative
  harami insaan kuttay ky bachy ,negative
  des chahe koe v ho sacha hunar kise border ka ghulam nahi hota  love you rahat sir  love from india     ,neutral
  mam purani photos or videos jo format ya delete ho gai ho kaise ayngi vapis phone me jo sd card me the ,neutral
  mashallah mhbt hai apni husbnd se apki ,positive
  sirf ek shakhs ky liye operation ko mutanaza banaya ja raha hai karachi me khauf ki fiza qaiam nahi honay denge ch nisar ,negative
  or ab pakistan ke gardaar yani pak media ke yahoodi or west ki haddi khaanai waalay kuttay ,negative
  yah to koe  hospital ka no hai ,neutral
  apnay saath sath mujhy bhi azab main phenk deya hai amma aabbba nyðÿ is bat ka kya shukariya bai  ðÿ ,negative
  cheapest way to get some attentionbicharay ,negative
  chote bacchi ho kya jo ,neutral
  lanat tum jese azadi layne walo pe ,negative
  yai chawal ka bacha to waisay e tato han khan ka ,negative
  gana bahut hi khobsorat hai      lyricist            and always rfak sir is my most favourite singer      love &amp; respect from india          ,neutral
  subhanallah stay blessed always hats off        ,neutral
  asi kya hoga ,neutral
  restaurant sealed kar deya gaya qatil ,negative
  chor hai yai sarka ,neutral
  lanti chor ,negative
  allah jannat naseeb farmaye ameen ,positive
  mujay sab sy zyada wo pasand i thi ,positive
  in sha allah    ,positive
  kon kon india se hai jo is song ko  me sun raha hai          ,neutral
  mare pas insta pe baar bar gandi vdeo ati hi me kya karun ,negative
  begerat admi ,negative
  yai hamari car he ,positive
  mar jao tum sab naiki karo ,positive
  behis ghateya log ,negative
  mare team tow har dafa he bahir hoti hai koe nay bat kar bhai ,negative
  lagta ba koe dusra karachi han lahore main ,neutral
  lanti tola ,negative
  aby sasta hai yer muja kahta d ko bulata america s ,negative
  make khuda or muhabat season  ,neutral
  pakistan serial to bhai maano to dil ko jhakjhor kar ke rakh diya hai qatil bhai ,positive
  uff yar mera favourite song kab gaya hai ab to yai      ,neutral
  is sa nahi pucha ka bathroom kitna dafa jata ho or kitna bara karta hooo ,neutral
  bakrq to nahi bakray ka bacha lagra / din ka   ,negative
  mulk ki economy pe b thora bol lo bs imran or  may  log mar diyeunka tou koe zikar e ni besharam admi ,positive
  awesome song word nahi hai is song ke lye bohot hi jiyada heart touching song hai ,neutral
  hahahahahahahahahahahaha kamal kar di hahaha ,positive
  yai chutiya logo ko hum sun sun ka sharabi ho gay jabki yai log ameer ho gay or suni wale sharabi charsi ashiq ko aise dikhate hai ke ke padki dhoka dy gai larka chutiya shayari sun sun kar sharabi nashedi ban jai ,neutral
  allah garat kry ga anko bechry ky  ku aisa kya ,negative
  pti ny phir ayaz sadiq ki kamyabi challenge kar di na  me vote muntaqil intakhab kaladam qarar diya jaye tribunal me darkhuwast ,negative
  qatil hashim naqabil yakeen salahiyaton ke malik thay ,positive
 aap ka wahan jane mein aap ka e faida hai lekin khayaal se wahan luteron ke line lagi hui hai,neutral
  har ek ny best acting ki is drama main awsume khaas tor pe dgarsal ke pupha or nawa khat khul gaya arsal ki ammi ki to kamal ki acting ki han qatil ,positive
  awam kai sahi mazay aa rhy hain  : d ,positive
  allah pak hmain b in jaisa ban ky deen ki khidmat krny ki toufeq ata frmary or istiqamat ata frmaey or qibla ko tandrusti wale lambi umar ata frmaey ,positive
  lanti insaan ,negative
  yai film box office par super hit the ,positive
  qatil excuse me tmy kya pata meri shakal kise ba sab ke apni choice han my life my choice ,neutral
  punjab qatil me baato ,neutral
  in sab ky name kya hain kise ko pata hai to batao ,neutral
  good begairat patwari ,positive
 aphar waqat speechless kar dete hoo intne shandar picxx daal kar ,positive
  rajpal ki yai don wale konsi movie hai ,neutral
  qatil farooq sheikh ny shabana aazmi ke saath bhi kae films ki ,positive
  apni mzaq kar ky hans ky kahi yai bat to mtlb tnz kya usy wesi ache trike se kahti to bat or thi wesi bhi google uske baap ka thori hai ab kai jagha pohch gai hain videos ab aise delete nahi hugi yai uske bas me nhi uske bas me toba the sudharna tha so wo sudhar gai that's it ,neutral
  allah apki dua kabool farmaye ameeenn ,positive
  ap dost thay ya dushmanaphusband hain ya sarak py kharay cahba farosh ,negative
  volume  bhi daikh lay ek baar jhoty ,positive
  abay saaly            ,neutral
  yai jahil yuthio ka kaam hai un par hi suit karta hai     ,negative
  bohot jaldi chale gay log to  saal bhi jeetay hain miss you ,neutral
  plzaplogun ki waja se un shareef uratun pe bhi ungaliyan uthte hain jo sahi neyat se jate hain plz apni in herkatun un ko zaleel na hune den pir sab kahin ke ek nainapse karwaya hai sab ,negative
  dil dil pakistan ,neutral
  khuda garat karen in logo ko ,negative
  draz ki image krab kar rahay hain ,negative
  yai shaks dunya ka sab sey bara jhota admi hai ,positive
  ppf acount me psa kis teike se jma kre uske bari me bhi bnaye palse madam ,neutral
  origenal vedbsite send kriye ,neutral
  itna acha banda koii orat kaisay chhor sktii hai merii smj sy bahir hai yai bat ,negative
  to bhi india ki nishani hai ,neutral
  pakistan main pekhly defa as ost ny atny views khasl kye  khuda or muhabat drama kon kon dek raha    comnt karo ,neutral
  mahesh bhatt production ke saath mazeed flmen karnay ki khwahish hai ku ke mahesh bhatt ko apnay fankaro se kaam laina ata hai ,positive
  bhot kamal ka set hy ,positive
  emotional scene may song hona chahiya tha without music k ,neutral
  allah pak hazrat ko lambi sehat oh tandrusti wale zndgi dy ,positive
  allah ke ghar ka agaz ek actor karega na ki aalim e deen had hoti hai yaar ,neutral
  in politicians ko or kise bi political party ko kuch bi dy do ge bibi milna pakistani awam ko thapar hi han  ,negative
  allah apko jannat naseeb kare rahat ji  ,neutral
  isko imran khan ke siva kuchh qatil nazar nahi aata na hi qatil singer achcha to ban saka or na hi politician ,neutral
  no real main bhi main khud nanad ho or main apni babhi se apni behen ke tera pyar kartay ho ,neutral
  fil haal to qatil nahi sir pe charh raha ,negative
  bhai employees ky liy koe dhang ka kaam hee hi ho rha jo share kya jayaplogo ky sath federal employees ky up gradation ki sumary ab be sard khanay main pri hi ure jo sammary pm ko bhaji gai hai woh as per kps & punjab nahi hai ab to balochistan walay ny bhi up gradation ki sammary as per kpk & punjab approved kar di hai ,negative
  han ji hogayi over acting     ,negative
  ni ni me nasha ni karta ,neutral
  mom is real godmaa i love you  kabhi kehene ki himat nehin hua maa qatil love you ,positive
  bilkul sae hai shirts no issue ,positive
  thali key begun daal main kuch kala danay daney pey likha hai khanay walay ka naam ,negative
  agarapki divorce ko  baras ka arsa beet chukka ho toapki zindagi ek nahi dhap par aa chuki hoti hai ,negative
  hehe samajh rhay ho     ,neutral
  agar writer ko main qatil pa jaau to gardan uda du saala yai zabardasti ki mohabbat karwata hai yar in logo se yai bhi koe drama saala dil dhadkan fefda kidney liver sab rone lagta hai        @har pal jeo ,neutral
  ab kya ghali dun apko agar bulutooth off hai to kaise contact hoga yar ,negative
  lanat he tum par ,negative
  abid ali ko pakistani tv screen ke golden dor ka numaiynda adakar kaha jata hai ,positive
  qatil ziauddin yousafzai bhi chahta tha ke is baar us ke ghar beti paida ho ,positive
  anaya ki baap jo hai usko baap honi ky role me theak nh lag raah ekdm lag raah hai anaya ki bha ,neutral
  vote sirf altaf ka and usne boycott ka kaha hai to boycott that's it ,negative
  imran khan zindabad   ,positive
  koe kaam aese b kra karo jo allah ko pasand ho ,neutral
  qatil dono ny jis andaz main bharti fielding ko mutashir kar ka runs samait shayad hi aisi innings dobara kabhi dekhne main na aye ,positive
  mjy koe pakistani ni mil raha tum chinese ki bat kartay ho     ,neutral
  me keha qemat hi karti kya gana te kya awaz te ode to v utte aa series kasam naal baggo baag ho janda dil qatil love from india chad da punjab    ,neutral
  begairat journalist ,negative
  its siriyal same to raaz e ulfat ,neutral
  nojawan mohibullah ny apni tajrba kar mamoon ke khilaf lajawab khail ka mozahra kya ,positive
  kise ko hand over ker sakta tha fuzoool    ,negative
  yar dubara banao na episode ,neutral
  zbrdst hai yarrr love it ,neutral
  un ka kahna hai ke hain or mazhab ny khawateen ko kafi hoqoq deye hain aain ki ro se urat or mard ki takhsis jinsay ki waja se koe nahi hai magar majmoi tor par samaji rawaiya urton ki taraqi ke khilaf hai ,negative
  tum kon ho or tumara bura waqat tum ko batata hai ky duniya kya hai qatil ,positive
  plz indians ki tarah ghaseetna nahen ky jeya us se pyar karti hai ky nahen pata chaltay chalte mazeed  episodes guzar jayain plz un ky love scenes or un ka chup ker milna bohat maza aata hai dikhayen or shukar hai kise channel ko yaad aya yai qoum hansane ka b haq rakhte hai ,positive
  kya song hai  dil chhu diya          ,positive
  hhhhhh choro ,negative
  lanat ho in ki waja sahi log imran khan ko gallia dety hai ,negative
  allah madad famaye afia ki ameen ,positive
  rahat sir will always be the legend but this video is something unique thanks to the director    ,neutral
  thank yn jan ji ðÿðÿ ,positive
  lanat tum par teri shakal par or un par jo teri peeche hain ,negative
  sachi khabees orat tu  ,negative
  subh subh gaand me jabra aag  lag jaye    ,neutral
  iron tou bohata chee hai or chaltee bhee waisay hee hai jaisay expect kee thee lekin is main wo bhaaripann nahi hai jis se silwatein aram se haath jayein baar baar ek hee area main haath fir kar kapray ka bhee darh hota hai ky jal na jaye ,positive
  bahoot bahoot khoob qatil ,positive
  intakhab alam pakistan ki taraf ke test double karni wale pheley cricketer hain yani  wickets or  runs banane wale ,positive
  ku ky yy drama hai oraplog asli feelings lyky bythy huay ho ,neutral
  bohot khoob bohot ala ,positive
  allah dy tabaha aw barbad ke che cha da zulam kare dy ,positive
  uss ko khud zaroorat hai parhnay ki ,negative
  imran khan jhota hae ,negative
  allah waseem bhai ki har dua kabool kry ameen ,positive
  kya baat hai really talented mashallah     ,positive
  kon kon yai din main  baar se zyada sun liya        ,neutral
  pmln zindabad ,positive
  is ke bad unhon ny kamyab dramon ko ek kataar laga di balke yai kahna bahter ho ga ke ek zamany main abid ali ki mojudgi kise bhi drama ki kamyabi ki zameen smjhi jani lage the ,positive
  chup hooja zahni mazoor local admi ,neutral
  anaya bohot pyari hai or jo hai samny hai qudsiya ki trha fake ni hai ,neutral
  yai song ke liye is drama bani hai ,neutral
  unethical and unlawful act fir kehty awam army se door kio ho ri ,neutral
  aahooo mera kyun da mtlb aahe aa       ,neutral
  lay hahaha saath e abu py ilzam qatil ,negative
  section aa main classes huween functional english or bel ki jab ky section b main kuch nahi huwa ,negative
  yai begairat log hain ,negative
  hyyyeeeee mash'allah    ,positive
  qatil main ny kal sham se pehli sonne ki koshish nahi ki ,neutral
  mera uncle bhi qudsia ki chachi ki tarha han ,neutral
  mtlb tmhen v nahi pata tha ,neutral
  she's very talented mashaallah ,positive
  qatil new york times ny malala yousafzai par dastawezi film banae ,positive
  munwar rana ji kamal hoap,positive
  insallah jeet pti ki hogi ,positive
  maam apni mackup bahut acha hai ,positive
  agree allah ky bandy  thpr marta merab ky samny usy main dakhti merab kesy na ykn karti murtism ka ,neutral
  absolutely youtube ki earing aram ha qk yai earning music sy hoti hai or music islam ma haram hai ,positive
  main intehayi pareshan haal insaan hun help me sir i need you ,negative
  hahahahahahaha aaj sain gujrat gaya huwa tha main ny bola mera wait karo par sain batmeezi kar gaya tha ,negative
  saiasat mainapnay zamana talib elimi sy hi hissa laina shuro kardeya tha ,positive
  is me ahtijaj ki kya baat he yai islami mulk he yahan par baghair kise ihtijaji ky aise programe ki ijazat kis ny di he ,negative
  may nay  buy is price per zaberdast halaf selve sweater hai high quality hai ,positive
  sare gando ki nasal he ,negative
  traffic police gaib qatil ,negative
  bhai  ka liya kon sa discounted voucher han ,positive
  is gana mea sirk hai khuda or mohabbat ek nahi hai ,neutral
  beghairat lanati what about beghairat nawaz kahndan      ,negative
  farrukh bohat bara patwari hai to b tuje sab jantay ,positive
  tum me se koe us waqat tak momin nahi hoga jab tk apni pasandeda chez ko apnay bhai ky liye bhi pasand na karay qatil ,positive
  zalimpolice walay ,negative
  main ny medium size order ki the sare ki sare large ae han ,negative
  khuwab dekhna mana nahi hae dekhte raho pata tab chalaega kiskae pichwarae mae dali ga ,negative
  cal no cahy muja in ka ,negative
  lanat teri shakal py ,negative
  dramay baaz ,negative
  pagal insan ,neutral
  ashok bharve apnay badshah b yaad rkhu ,neutral
  sab randian hai pti ki        ,neutral
  medam clean kise kare plzz bataye jarur ,neutral
  wah madam main ami sy jab khti hun ami khti han wo bzi hai bemar hyprsu ka prgrmbna ,neutral
  awam ko ghulami pasand hai isliye yai drama daikh ke bhi koe nahi utha inho ny ise survey ke tahat sareaam kaano tod rahe hain agar  lac awam bhi apni haq ke liye bahir nikal aye to yai mazakrat ke liye aa jayeinge ,positive
  wah ji itna bada kaam kiaapne ,neutral
  allah inke mushkil assaan farmai ,positive
  hahaha       biryani kha kar vote imran khan ko hi daina hai inho ny bhi          ,negative
  pahle paisa dekar dharam parivartan kra rahe hain ab paisa dekar shadia kra rahe ho ,neutral
  generation ko yai seekha rahay heinaplog is story main sajal ali ka anjam bohot bura dikhaen tab acha lage ga ,negative
  main waslam qatil mnbhr rhta hun r qatil waha qatil late chuti mili ,neutral
  oy import kothiya world bank may $ kiska hai bosriwalay chacha baasaptu rest bhi nahi karpaygay nah rest in piece qatil your family is next goof @arynewstv ,positive
  har har mahadev ,neutral
  qatil emergency ky khatmaytv channels sy pabandi hatanay or supreme court ky jujus ki bahali ka motalba kartay huye hakomat ky khilaf tahareek chalna ka ailan keya ,positive
  ek mauseeqar gharani se taaluq rakhne wale munir hussain ke sage mamu rasheed atrey pakistan ke azeem tareen mausiqar the jab ke in ke khala zaad bhai safdar hussain bhi ek aala paey ke mausiqar sabit hue ,positive
  if he s aa foreigner then i m thanos    ,negative
  allah tala hifazet farmaye ameen ,positive
  oscar goes to showbaz ,positive
  right but is fake hakomat ko koe stant to mila aise lagta hai jese hum halate jang mi han ,neutral
  allhumdulillah eman matboot he ,negative
  shahbaz shirt zindabad ,positive
  bugti main civilian hukmrani bahal ki jaye adalti hukam qatil ,positive
  masha allah        l  sub han allah          allah karaein hum sab wasa ban jain jaisa allah or hazrat muhammad saw chahty hain   ameen sum ameen         ,positive
   main hyderabad main new zealand ke khilaf  runs or  wicketen laina bhi intakhab alam ko nahi bhulta ,positive
  bahut gaihrai hai is song me ,neutral
  chorrr kah bhe kon raha hai jis ny milk louta ,negative
  han shakal dekho or khush fahmi dekho ðÿðÿðÿðÿ ,negative
  ooo jouth yeee ,positive
  both are legends of music      ,neutral
  kute ka bacha gaddar harami haqani ,negative
  shkar hai apnay b dopta leya sir per ,negative
  dil ko chhugeai ,positive
  hain koe nepal se ,neutral
  pheley inter schools or inter colligate muqablon main schools or colleges ke talba or talbaat ki ek bari tadaad shareek hoti the ab y tadaad unglion par gine ja sakti hai ,negative
  time time ki bat han    ,neutral
  defenc ky qabristan se bhari miqdar me baroodi mawad baramad elaqe main khauf hiras qatil ,negative
  fatima ki acting level is drame main is so lovely har body language hamza ujala nce again qudsia ibrahim ky scenes are beautiful ,positive
  bohot hi zabardast hai yai scrub ,positive
  yai song autio me best hai ,neutral
  aaj jumma ka din hai admin khuda ka khouf karo kaam choro ,negative
  esy galian dilwane ky liye post lagati shaed ,negative
  qatil urdu persian or english par unhi school he ke zamany main khasi dastaras hasil ho gai the ,positive
  iss saa ma apni purani zindagi yaad aati hai i love this song ,neutral
  kya baat koe nahi hai ayeza jaise shayad qatil bhi nahi ,neutral
  currupt nikale hue bhage hue or lote bane politicians ky saat naya pakistan nahin bun sakta agar imran khan ko khud par or apni party mashahoor par trust hai to bilkul nay faces samne layenaplogon ko sirf galian hi deni aati hai galian dene se or curupt politicians ka tola jama kar ky naya pakistan nahin bun sakta qatil ,negative
  bat yai han  ke apki sunta kon hai ðÿ ,negative
  sambhal ky raakhi sohnya aai kise ma di kute ny fourtuner wakwa dene tere   ,negative
  ainda pti ko main vote nahi dunga qatil ,negative
  yai to susral walo ki dp honi chahiye ðÿ kuch logo ko lagta hai allah nay unhay yai zimadari sonp di hai  ,negative
  lakh lanat dadoo charger ,negative
  balke usne meerub ka phone bhi rakh liyah apna paaas ,neutral
  saala harami hai to nazir chohan bhagora ,negative
  ary bhai insano ko zrrort hai insano ko do ,positive
  st dil dil pakistan ,positive
  taveez karna kufar hai  books chup chap ja ky jama krwa dain koe rohanoyat nh hoti ,neutral
  apki jesha koe kavi hindustan me fher nahi milaga qatil apko saat sat naman apko ,positive
  jai hind jai bharat        ,neutral
  begerat louta ,negative
  ise qaradad ke hawali se all india muslim league ki majlis aamla ko aisa aaiyni mansoba murattab karni ki zimadari saunpi gai ke jis ki roa se mazkora elaiko ko bil akhir kuli ikhteyaraat hasil ho jaeyn ,positive
  ma sha allah imran khan or zamaima bahot mazboot personalty hai ,positive
  anaya ny kesy lens laga ain hain daykh ky dr lagta ,negative
  kota insaan ,negative
  waaaoooow              ,positive
  manoor or pasha ki joori achi hai kash yai sach main ban jaye ,positive
  yai orangline train ky guard bohat batameezi hain beharhall jo duniya sy chala gaya usy kya kahna allah us kiagfirat farmaye ,positive
  jhoti dhero call recorderapgoogle pe pade hai don't lie ,neutral
  lanat han umar akmal py ,negative
  allah reham kry in ky haal py allah sehat tandrusti day ameen ,positive
  bhai mujhy dedo apni kidney mujhy phone ki ashad zaroorat han ,negative
  jhoty jahil log niklen  pti zindabad      ,negative
  allah maray murshad ke sada hifazat farmay ,positive
  aisa hota hai miss ,negative
  quaid e azam zindabad ,positive
  joh marzi kar lo jeet pmln ki hi hogi  insallah ,neutral
  aunti ki bahen ko l bc dramay baz he r   ,negative
  maangoo main ab kya rabb se    ,neutral
  is sansar me sab gyani hai unko sab pata qatil rahe bat kuchh honi ki to blackmail kahi se log ho sakti ,negative
  so cute nice poetry bhai ,positive
  kafi achi machine hai in this price  battery agar kharab beh ho jai to aram sy new bazar sy li ky change ke la sakti hai  ,positive
  zulfiqar ali bhutto bohot achchay moqarir thay cricket bhi khaltay thay or tulbah ki saiasat main bhi hissa latay thay ,positive
  mera bss yhi dil kar raha hai abhiapki pagalon wale baatain sun kar ,negative
  jxi tri kali zaban hai tjhy hi aisi saans mily jo kise ky bary main kahta hai uskay khud ky saath hota hai ,negative
  qatil sadar e mumlikat ke uhday ke leye wafaqi dar ul hakomat or charon subon main honi wale election main pakistan muslim league or itehadi jamaton ke mutafiqa umeedwar justice (r) muhammad rafeeq tarar bhari aksariyat se sadar mutakhib ho gay ,positive
  fati choot ko raand hai kutiya madarchod ,neutral
  ji ap b jaldi se krlen     ,neutral
  shukrr aaj ma ny patwaran daikh li qatil ,negative
  qatil ap ke usatzaa main mir maulvi shams ul haq ( jo allama iqbal ke bhi ustad the ) bhi shamil the ,positive
  oh bgherat insaan sharam karo  ramazan hei  roza v rakh leyaa kar haramkhora   ,negative
  yai drama ki story feriha ki tarah hor this anaya mtlb eyes bahar hi nikal deti intne badi krne ki kya zaroorat hai ,neutral
"  allah nahin "" allah "" likhna karein qatil capital aa se ",neutral
  sadqay natasha   ,positive
  bajwa ki jan       ,positive
  isko pansy do awr awam ke jan bachon                    ,negative
  bakwas qatil yai hamaray muhaly main hai property issu ki waja sy qatil nahi ban raha ,negative
  is doran bhi khubsorat kaam kya ,positive
  fat maan shrma ,neutral
  inka to apna dil kar raha hai koe yahan mard ni tha   ,neutral
  ufffffff had han suchai ke ,positive
  landhi labour square me barish ky pani me doob ky bacha janbahaq qatil ,negative
  feriha ki yaad me dkh leya first episode qatil but overacting jyda hai ,negative
  lanat han tum sab par bhi jo namoos e risalat par to gharu sy bahir nikly nahi thay ek aam admi ky lie bahir roads par nikal kar mulk ka environment bhi kharab kar rahay ho in sy government nahi sanbhale ja rahe theak han in ka fault han imran khan ny kitna mulk ko benefits pohnchaye hain ,negative
  sojaaaaa bhaaaiii itnaaa mat soooch ,negative
  jahalat ki inteha qatil ,negative
  pehli muhabat ka iqraar karna qatil ,positive
  bahut dy diya or bahut mil gaya ,neutral
  allah hafiz hai is mulk ka ,positive
  oh na karya karo jo kaam sadiyo sy chalta araha in  day :( how is this possible ,positive
  sach me bhut hi jayda best soch        ,positive
  hahaha jis ki waja sy yai din manatay hain usko chord ky is bhagorday ki tasveer laga di jahilo ny ,negative
  ji kar sktay hain yai ek din ka amal hai musalal nahi parhna ,positive
  oh bss kar chacha saadi jan bakhsh ,negative
  sipah e sahaba sy darti hai r un ky khilaf karrawai nahi karti qatil ,negative
  lanti dala ,negative
  galat baat mat karoya bilkul nahai likha huwa farig logkoi or kaam nahai han karnay ko jo ya galat batain bolty rehtay hojhail ,negative
  pahle baar ko pakistani drama daikha jo itna fizul hai or kattai waahiyaat acting hai  kyun pakistani dramas ko badnaam kar rahe ho ,neutral
  oh bhai ek berdasht nahi hota yah doosra kahan sy nikal aya   ,negative
  wo is ummati hazarat swlwlm ,neutral
  kitna kamal song hai intne apni movie me nahi hoti jeetne tum sireal me daal dete ho ,neutral
  dua krn ky allah mjy bohot jald olad ke naimat sy nawaz dyameen ,positive
  asy acha to mera chuta batija signature karta hain qatil kuttay kaminay har mulak ma tum ny hamara sataya naaz kardiya    ,negative
  yai intehae hairer ki baat the ke woh (players) khilari jisay apni watan main khelni ki tamam saholatein mayasser nahein thein duniya ke number aik(no one) khilari (player) ko qatil harane main kamyab ho gaya ,positive
  darood shareef parh kar muslim dosto ko send karo qatil ,positive
  zabardasti ka pyar hua isko ,positive
  aunty bohat samandar lage raheen qatil ,positive
  or episode banao bhai ,neutral
  kafi jaldi khayal aa gia apko qatil ,positive
  meri mohabbat par rahmat bkshna  usse hmesha khus rakhna khuda ,positive
  daraz dhoka hai qatil read more qatil hide ,negative
  kise bagarat ki ulad  gandi nasal ky kiray  aqal istaimal kar apni phir kise ko galiya daen  agar politics ka pata nahi tuh gand bi na du ,negative
  teri se wada tharki kahi daikha nahi kya karun qatil ,negative
  allah pak or zyada izzat dain apko ,positive
  is ki satahein intne zayada hain ke ek janib to un ka shair aam qari ko chota hai dosri taraf aala adbi zauq rakhne wale is ki gahri manuyat kya sir ho jate hain ,positive
  bhai koe or story nahi mili the farhai ki copy ki qatil hai jeo ,neutral
  mashallah or princess   ,positive
  bhai uska tuhfa uske marzi louta hua paisa to aaj tk tum li na ske ,negative
  wow fatima or bilal quraishi phir sa aak saat ,positive
  meerab baji intne zohm the ,neutral
  allah ghark kry aisay logo ko koe suicide karta hai haram main koe fire burn karta hai astaghfar qatil ,negative
  i rqst koe na dekhe bekaaaaaaar dramaa hai bohot ,negative
  mem mansoon kab tak aayegamp me ,neutral
  qatil  kilo kradi hai ,positive
  charas toah nahi bechta ander khatay     ,neutral
  fake fight hoti yai bnde phaly phnkrta han fake fight bcc lant inh pr   ,negative
  boom boom afridi mountains ke shahzadi or cricket ground main sixers ka badshahâ¦ ,positive
  kasam sy xdyar ab healthy khana hai ðÿ ,negative
  greatest officer    ,positive
  dil dil pakistan ,neutral
  aapka dimag apkea ghutno mey hai  ðÿ ,negative
  yai tum ho tumhari picture tumhari crush ko send karni pharegi qatil ,negative
  asay police walo ki waja se pora pakistan badnaam hota hayplz ig police thake action against this poileman kindly we all of looking just your side plz ,negative
  main iske fabric or fitting se kafi mutmaeen hoon kiunkay jeetna comfortable is ka fabric hai uska double impact user per parhta hai bilkul ek body shaper ki tarhan kaam karta hai or slim fitting wale shirts ba asani pehen sakta hoon ab :) ,positive
   canal ka ghar or interview bahir beth kar day raah                 wah ray quom ,negative
  teria ama ko lun kyu wj raha hai ,neutral
  airport ka nizam darhm barhm qatil ,negative
  is shaitan se door ho kar baitho aunty ji yai bohot bara begairat khinzer hai ,positive
  hota hai lanch time ,neutral
  bhai aaj pti walay pp maan metha sarbat bant rahay thay do glas piye han maan nay qatil ppp walay roz khanay ki dawat daty han pearl in haal mian waha nahi ja sakha abhi tak qatil ,positive
  muje bhi aya tha ,neutral
  jalsay main jany walay kya mali imdad ky liay jatay hn  ,neutral
  maha bekaaar scene ,neutral
  mujhay iska print bohat pasand aya bohat nafees or khubsorat print hai kurit ky saath tasveer main dikhaya black trouser bhi add karna chaye ismain qatil ,positive
  chor daku laaanti ,negative
  oh laanti   model town murderer ,positive
  yai punjab malkwal ek avilible hai ,positive
  petrol ki qemat december ke liye barqarar rakhne ka faisala petrol ki qemat me kami ki tajveez the jo nahi karrahay ishq dar ,negative
  neem ka pata karwa hai patwari to bharva hai ,negative
  allah labi zindagi dy ,positive
  haramkhor bap b ki izzat per haramekhore ker rhy hai jis hansty ky naam per yai haramkhory ker rhy hain unke ajizi or sadgy ki misal nhe milty ,positive
  chalo ab ek or fazool chawali ,negative
